Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,7365608611,6386408611,28836,979200,10170000,5277600,979200,3913200,0.518938,0,0,0,1
2,7392971543,6405371543,28893,987600,10170000,5284800,987600,3897600,0.519646,0,0,0,1
3,7331634305,6355434305,28818,976200,10170000,5275500,976200,3918300,0.518732,0,0,0,1
4,7375625899,6399425899,28798,976200,10170000,5271500,976200,3922300,0.518338,0,0,0,1
5,7326596041,6363196041,28858,963400,10170000,5289900,963400,3916700,0.520147,0,0,0,1
6,7306489784,6346289784,28861,960200,10170000,5292100,960200,3917700,0.520364,0,0,0,1
7,7321741550,6352741550,28821,969000,10170000,5279700,969000,3921300,0.519145,0,0,0,1
8,7336242053,6361842053,28776,974400,10170000,5268000,974400,3927600,0.517994,0,0,0,1
9,7275751672,6309751672,28878,966000,10170000,5292600,966000,3911400,0.520413,0,0,0,1
10,7343861211,6356661211,28808,987200,10170000,5268000,987200,3914800,0.517994,0,0,0,1
