Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,34676726532,32223326532,41220,2453400,10170000,7017300,2453400,699300,0.69,0,0,0,1
2,34657971326,32222771326,41190,2435200,10170000,7020400,2435200,714400,0.690305,0,0,0,1
3,34643082412,32210882412,41184,2432200,10170000,7020700,2432200,717100,0.690334,0,0,0,1
4,34698543020,32262943020,41191,2435600,10170000,7020400,2435600,714000,0.690305,0,0,0,1
5,34532287712,32113687712,41208,2418600,10170000,7032300,2418600,719100,0.691475,0,0,0,1
6,34391659742,31969459742,41242,2422200,10170000,7037300,2422200,710500,0.691967,0,0,0,1
7,34452477658,32020077658,41234,2432400,10170000,7030600,2432400,707000,0.691308,0,0,0,1
8,34571739509,32141139509,41241,2430600,10170000,7032900,2430600,706500,0.691534,0,0,0,1
9,34415797914,31987397914,41199,2428400,10170000,7025600,2428400,716000,0.690816,0,0,0,1
10,34875038309,32460838309,41185,2414200,10170000,7029900,2414200,725900,0.691239,0,0,0,1
