Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,1405592254,1405592254,18631,1452000,10170000,3000200,1452000,5717800,0.295005,0,0,0,1
2,1395920738,1395920738,18640,1431400,10170000,3012300,1431400,5726300,0.296195,0,0,0,1
3,1403819274,1403819274,18595,1444400,10170000,2996800,1444400,5728800,0.294671,0,0,0,1
4,1395688489,1395688489,18628,1428400,10170000,3011400,1428400,5730200,0.296106,0,0,0,1
5,1404690588,1404690588,18596,1455800,10170000,2991300,1455800,5722900,0.29413,0,0,0,1
6,1391984029,1391984029,18643,1450400,10170000,3003400,1450400,5716200,0.29532,0,0,0,1
7,1389785852,1389785852,18644,1423000,10170000,3017300,1423000,5729700,0.296686,0,0,0,1
8,1411678913,1411678913,18598,1460600,10170000,2989300,1460600,5720100,0.293933,0,0,0,1
9,1391133703,1391133703,18639,1428600,10170000,3013500,1428600,5727900,0.296313,0,0,0,1
10,1395290032,1395290032,18586,1433400,10170000,3000500,1433400,5736100,0.295034,0,0,0,1
