Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,26944566292,23256166292,30712,3688400,10170000,4298200,3688400,2183400,0.422635,0,0,0,1
2,27089523910,23377723910,30706,3711800,10170000,4285300,3711800,2172900,0.421367,0,0,0,1
3,26900849853,23214649853,30672,3686200,10170000,4291300,3686200,2192500,0.421957,0,0,0,1
4,26830848436,23152248436,30685,3678600,10170000,4297700,3678600,2193700,0.422586,0,0,0,1
5,26975919741,23282519741,30722,3693400,10170000,4297700,3693400,2178900,0.422586,0,0,0,1
6,27047935261,23344135261,30703,3703800,10170000,4288700,3703800,2177500,0.421701,0,0,0,1
7,26788982806,23095182806,30716,3693800,10170000,4296300,3693800,2179900,0.422448,0,0,0,1
8,26795712188,23084112188,30723,3711600,10170000,4288800,3711600,2169600,0.421711,0,0,0,1
9,26959987527,23229787527,30640,3730200,10170000,4262900,3730200,2176900,0.419164,0,0,0,1
10,26907958083,23197558083,30717,3710400,10170000,4288200,3710400,2171400,0.421652,0,0,0,1
