Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,601812010,521592010,13772,802200,10170000,2353300,802200,7014500,0.231396,0,0,0,1
2,602993774,522173774,13657,808200,10170000,2327300,808200,7034500,0.22884,0,0,0,1
3,603928732.73684,522308186,13683,816200,10170000,2328500,816200,7025300,0.228958,546.73684,1.3e-4,1,1
4,602936698,522216698,13633,807200,10170000,2323000,807200,7039800,0.228417,0,0,0,1
5,599879915,519619915,13729,802600,10170000,2344500,802600,7022900,0.230531,0,0,0,1
6,599940248,519620248,13709,803200,10170000,2340200,803200,7026600,0.230108,0,0,0,1
7,601852910.583831,520530380,13719,813200,10170000,2337200,813200,7019600,0.229813,2530.583831,0.001045,1,1
8,601570192,521990192,13729,795800,10170000,2347900,795800,7026300,0.230865,0,0,0,1
9,598913699,519493699,13671,794200,10170000,2337100,794200,7038700,0.229803,0,0,0,1
10,601891713,520971713,13749,809200,10170000,2345200,809200,7015600,0.2306,0,0,0,1
