Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,535911866.556358,534755307,13133,1156200,10170000,2048500,1156200,6965300,0.201426,359.556358,3.1e-4,1,1
2,536686983,535514983,13211,1172000,10170000,2056200,1172000,6941800,0.202183,0,0,0,1
3,532700502,531532702,13202,1167800,10170000,2056500,1167800,6945700,0.202212,0,0,0,1
4,533471856,532307256,13193,1164600,10170000,2056300,1164600,6949100,0.202193,0,0,0,1
5,532605098,531448098,13208,1157000,10170000,2063100,1157000,6949900,0.202861,0,0,0,1
6,533522289,532350689,13210,1171600,10170000,2056200,1171600,6942200,0.202183,0,0,0,1
7,532943023,531776023,13143,1167000,10170000,2045100,1167000,6957900,0.201091,0,0,0,1
8,532918474,531762874,13195,1155600,10170000,2061200,1155600,6953200,0.202675,0,0,0,1
9,532458996,531301796,13191,1157200,10170000,2059600,1157200,6953200,0.202517,0,0,0,1
10,533645096.288767,532487754,13211,1157000,10170000,2063700,1157000,6949300,0.20292,342.288767,1.6e-4,1,1
