Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,39590316724,39590316724,45560,1904400,10170000,8159800,1904400,105800,0.80234,0,0,0,1
2,39416986933,39416986933,45560,1879600,10170000,8172200,1879600,118200,0.803559,0,0,0,1
3,39257492306,39257492306,45560,1880800,10170000,8171600,1880800,117600,0.8035,0,0,0,1
4,39490512159,39490512159,45562,1877000,10170000,8173900,1877000,119100,0.803727,0,0,0,1
5,39526424904,39526424904,45562,1886800,10170000,8169000,1886800,114200,0.803245,0,0,0,1
6,39645098439,39645098439,45557,1891600,10170000,8165600,1891600,112800,0.802911,0,0,0,1
7,39583979738,39583979738,45563,1899000,10170000,8163100,1899000,107900,0.802665,0,0,0,1
8,39688606600,39688606600,45559,1900000,10170000,8161800,1900000,108200,0.802537,0,0,0,1
9,39443186161,39443186161,45562,1889400,10170000,8167700,1889400,112900,0.803117,0,0,0,1
10,39587730464,39587730464,45560,1884000,10170000,8170000,1884000,116000,0.803343,0,0,0,1
