Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,19110388977,18698588977,31023,4118000,10170000,4145600,4118000,1906400,0.40763,0,0,0,1
2,19081734027,18668414027,31029,4133200,10170000,4139200,4133200,1897600,0.407001,0,0,0,1
3,18908050218,18495770218,31059,4122800,10170000,4150400,4122800,1896800,0.408102,0,0,0,1
4,19132541504,18720101504,31028,4124400,10170000,4143400,4124400,1902200,0.407414,0,0,0,1
5,19069677849,18656517849,31035,4131600,10170000,4141200,4131600,1897200,0.407198,0,0,0,1
6,19243115520,18827495520,30978,4156200,10170000,4117500,4156200,1896300,0.404867,0,0,0,1
7,19135014185,18721354185,31031,4136600,10170000,4137900,4136600,1895500,0.406873,0,0,0,1
8,19052830992,18639070992,30995,4137600,10170000,4130200,4137600,1902200,0.406116,0,0,0,1
9,18819025183,18409345183,31035,4096800,10170000,4158600,4096800,1914600,0.408909,0,0,0,1
10,19131536169,18716656169,31015,4148800,10170000,4128600,4148800,1892600,0.405959,0,0,0,1
