Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,1390085800,1388643400,18632,1442400,10170000,3005200,1442400,5722400,0.295497,0,0,0,1
2,1399753117,1398307317,18627,1445800,10170000,3002500,1445800,5721700,0.295231,0,0,0,1
3,1398575979,1397151779,18636,1424200,10170000,3015100,1424200,5730700,0.29647,0,0,0,1
4,1391813384,1390393184,18633,1420200,10170000,3016500,1420200,5733300,0.296608,0,0,0,1
5,1398962218,1397531818,18627,1430400,10170000,3010200,1430400,5729400,0.295988,0,0,0,1
6,1398541391,1397102391,18624,1439000,10170000,3005300,1439000,5725700,0.295506,0,0,0,1
7,1393224940,1391811140,18654,1413800,10170000,3023900,1413800,5732300,0.297335,0,0,0,1
8,1394829700,1393391500,18649,1438200,10170000,3010700,1438200,5721100,0.296037,0,0,0,1
9,1391229308,1389810108,18627,1419200,10170000,3015800,1419200,5735000,0.296539,0,0,0,1
10,1393349570,1391922370,18590,1427200,10170000,3004400,1427200,5738400,0.295418,0,0,0,1
