Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,547460139,536438139,13158,1102200,10170000,2080500,1102200,6987300,0.204572,0,0,0,1
2,548810339,537748339,13262,1106200,10170000,2099300,1106200,6964500,0.206421,0,0,0,1
3,545480203,534492203,13217,1098800,10170000,2094000,1098800,6977200,0.2059,0,0,0,1
4,544955898,533939898,13254,1101600,10170000,2100000,1101600,6968400,0.20649,0,0,0,1
5,546877879,535933879,13210,1094400,10170000,2094800,1094400,6980800,0.205978,0,0,0,1
6,546279736,535251736,13238,1102800,10170000,2096200,1102800,6971000,0.206116,0,0,0,1
7,545860729,534926729,13252,1093400,10170000,2103700,1093400,6972900,0.206853,0,0,0,1
8,545381884,534439884,13205,1094200,10170000,2093900,1094200,6981900,0.20589,0,0,0,1
9,546961331,535855331,13165,1110600,10170000,2077700,1110600,6981700,0.204297,0,0,0,1
10,548249513,537195513,13214,1105400,10170000,2090100,1105400,6974500,0.205516,0,0,0,1
