Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,17226275598,17226275598,36535,2651000,10170000,5981500,2651000,1537500,0.588151,0,0,0,1
2,17244694918,17244694918,36507,2669000,10170000,5966900,2669000,1534100,0.586716,0,0,0,1
3,17226059240,17226059240,36519,2619400,10170000,5994100,2619400,1556500,0.58939,0,0,0,1
4,17206387439,17206387439,36512,2625200,10170000,5989800,2625200,1555000,0.588968,0,0,0,1
5,17269072712,17269072712,36517,2659600,10170000,5973600,2659600,1536800,0.587375,0,0,0,1
6,17253325875,17253325875,36483,2663600,10170000,5964800,2663600,1541600,0.586509,0,0,0,1
7,17296611740,17296611740,36503,2691200,10170000,5955000,2691200,1523800,0.585546,0,0,0,1
8,17227418634,17227418634,36516,2612000,10170000,5997200,2612000,1560800,0.589695,0,0,0,1
9,17294017631,17294017631,36504,2673800,10170000,5963900,2673800,1532300,0.586421,0,0,0,1
10,17224855285,17224855285,36509,2648400,10170000,5977600,2648400,1544000,0.587768,0,0,0,1
