Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,1499169381,1384149381,18888,1150200,10170000,3202500,1150200,5817300,0.314897,0,0,0,1
2,1495050723,1380390723,18823,1146600,10170000,3191300,1146600,5832100,0.313795,0,0,0,1
3,1497136420,1382956420,18813,1141800,10170000,3191700,1141800,5836500,0.313835,0,0,0,1
4,1490556599,1376996599,18854,1135600,10170000,3203000,1135600,5831400,0.314946,0,0,0,1
5,1494758697,1379998697,18857,1147600,10170000,3197600,1147600,5824800,0.314415,0,0,0,1
6,1492721371,1377861371,18871,1148600,10170000,3199900,1148600,5821500,0.314641,0,0,0,1
7,1488368340,1374848340,18875,1135200,10170000,3207400,1135200,5827400,0.315379,0,0,0,1
8,1494918480,1378598480,18847,1163200,10170000,3187800,1163200,5819000,0.313451,0,0,0,1
9,1504751588,1388371588,18842,1163800,10170000,3186500,1163800,5819700,0.313324,0,0,0,1
10,1484250621,1369710621,18866,1145400,10170000,3200500,1145400,5824100,0.3147,0,0,0,1
