Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,6579817320,6560895320,27992,1892200,10170000,4652300,1892200,3625500,0.457453,0,0,0,1
2,6653296387,6634168387,27933,1912800,10170000,4630200,1912800,3627000,0.45528,0,0,0,1
3,6621654118,6602534118,27965,1912000,10170000,4637000,1912000,3621000,0.455949,0,0,0,1
4,6552479682,6533663682,28013,1881600,10170000,4661800,1881600,3626600,0.458387,0,0,0,1
5,6627527576,6608645576,27973,1888200,10170000,4650500,1888200,3631300,0.457276,0,0,0,1
6,6633154522,6613908522,27951,1924600,10170000,4627900,1924600,3617500,0.455054,0,0,0,1
7,6591278946,6572558946,28014,1872000,10170000,4666800,1872000,3631200,0.458879,0,0,0,1
8,6517584250,6499072250,28038,1851200,10170000,4682000,1851200,3636800,0.460374,0,0,0,1
9,6668466240,6649214240,27999,1925200,10170000,4637200,1925200,3607600,0.455969,0,0,0,1
10,6572922002,6554176002,28049,1874600,10170000,4672500,1874600,3622900,0.45944,0,0,0,1
