Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,122463614,121712214,7462,751400,10170000,1116700,751400,8301900,0.109803,0,0,0,1
2,121698094,120968894,7460,729200,10170000,1127400,729200,8313400,0.110855,0,0,0,1
3,121133102,120387302,7518,745800,10170000,1130700,745800,8293500,0.11118,0,0,0,1
4,121570478,120841478,7495,729000,10170000,1134500,729000,8306500,0.111554,0,0,0,1
5,121344472,120608872,7518,735600,10170000,1135800,735600,8298600,0.111681,0,0,0,1
6,121394448,120651048,7455,743400,10170000,1119300,743400,8307300,0.110059,0,0,0,1
7,121588082,120842682,7498,745400,10170000,1126900,745400,8297700,0.110806,0,0,0,1
8,121688043,120958843,7481,729200,10170000,1131600,729200,8309200,0.111268,0,0,0,1
9,121188987,120463787,7538,725200,10170000,1145000,725200,8299800,0.112586,0,0,0,1
10,120265446,119539646,7490,725800,10170000,1135100,725800,8309100,0.111613,0,0,0,1
