Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,39120444771,38943784771,45688,1766600,10170000,8254300,1766600,149100,0.811632,0,0,0,1
2,39093544096,38916144096,45699,1774000,10170000,8252800,1774000,143200,0.811485,0,0,0,1
3,39046795121,38871455121,45727,1753400,10170000,8268700,1753400,147900,0.813048,0,0,0,1
4,39116363422,38939443422,45686,1769200,10170000,8252600,1769200,148200,0.811465,0,0,0,1
5,39005315363.049194,38826720940,45714,1767000,10170000,8259300,1767000,143700,0.812124,1894423.049197,0.063986,2,0.999998
6,38980895584,38805155584,45715,1757400,10170000,8264300,1757400,148300,0.812616,0,0,0,1
7,39029707443,38852667443,45709,1770400,10170000,8256600,1770400,143000,0.811858,0,0,0,1
8,39032307199,38856327199,45700,1759800,10170000,8260100,1759800,150100,0.812203,0,0,0,1
9,39056384200.00047,38879885765,45708,1760600,10170000,8261300,1760600,148100,0.812321,438435.00047,0.014127,1,0.999999
10,39097622989,38920502989,45713,1771200,10170000,8257000,1771200,141800,0.811898,0,0,0,1
