Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,1397303206,1397303206,18585,1433400,10170000,3000300,1433400,5736300,0.295015,0,0,0,1
2,1393307296,1393307296,18613,1442000,10170000,3001600,1442000,5726400,0.295143,0,0,0,1
3,1387754281,1387754281,18662,1425600,10170000,3019600,1425600,5724800,0.296912,0,0,0,1
4,1395453897,1395453897,18660,1447600,10170000,3008200,1447600,5714200,0.295792,0,0,0,1
5,1403074297,1403074297,18575,1454000,10170000,2988000,1454000,5728000,0.293805,0,0,0,1
6,1400057517,1400057517,18608,1441400,10170000,3000900,1441400,5727700,0.295074,0,0,0,1
7,1393938808,1393938808,18660,1428400,10170000,3017800,1428400,5723800,0.296735,0,0,0,1
8,1400004313,1400004313,18576,1438400,10170000,2996000,1438400,5735600,0.294592,0,0,0,1
9,1399053838,1399053838,18626,1420800,10170000,3014800,1420800,5734400,0.296441,0,0,0,1
10,1394123367,1394123367,18604,1432800,10170000,3004400,1432800,5732800,0.295418,0,0,0,1
