Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,39746533296,39746533296,45558,1896200,10170000,8163500,1896200,110300,0.802704,0,0,0,1
2,39498770878,39498770878,45559,1886600,10170000,8168500,1886600,114900,0.803196,0,0,0,1
3,39583873163,39583873163,45560,1893600,10170000,8165200,1893600,111200,0.802871,0,0,0,1
4,39497872419,39497872419,45560,1884400,10170000,8169800,1884400,115800,0.803324,0,0,0,1
5,39576981582,39576981582,45559,1896200,10170000,8163700,1896200,110100,0.802724,0,0,0,1
6,39452748284,39452748284,45558,1894800,10170000,8164200,1894800,111000,0.802773,0,0,0,1
7,39521894829,39521894829,45556,1895400,10170000,8163500,1895400,111100,0.802704,0,0,0,1
8,39543980125,39543980125,45557,1886000,10170000,8168400,1886000,115600,0.803186,0,0,0,1
9,39529445739,39529445739,45566,1883600,10170000,8171400,1883600,115000,0.803481,0,0,0,1
10,39687222083,39687222083,45560,1895000,10170000,8164500,1895000,110500,0.802802,0,0,0,1
