Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,1420037568,1406039568,18665,1399800,10170000,3033100,1399800,5737100,0.29824,0,0,0,1
2,1421611121,1407641121,18616,1397000,10170000,3024700,1397000,5748300,0.297414,0,0,0,1
3,1418058225.718024,1403855760,18676,1420200,10170000,3025100,1420200,5724700,0.297453,465.718024,1.19e-4,1,1
4,1424528897,1410150897,18634,1437800,10170000,3007900,1437800,5724300,0.295762,0,0,0,1
5,1421573185,1407479185,18655,1409400,10170000,3026300,1409400,5734300,0.297571,0,0,0,1
6,1419959371,1405913371,18613,1404600,10170000,3020300,1404600,5745100,0.296981,0,0,0,1
7,1426995150,1412845150,18614,1415000,10170000,3015300,1415000,5739700,0.29649,0,0,0,1
8,1428593205,1414335205,18631,1425800,10170000,3013300,1425800,5730900,0.296293,0,0,0,1
9,1424661969,1410487969,18613,1417400,10170000,3013900,1417400,5738700,0.296352,0,0,0,1
10,1420829561,1406783561,18585,1404600,10170000,3014700,1404600,5750700,0.296431,0,0,0,1
