Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,26282932843,26282932843,40902,2708400,10170000,6826200,2708400,635400,0.67120899999999994,0,0,0,1
2,26147100293,26147100293,40902,2677400,10170000,6841700,2677400,650900,0.672734,0,0,0,1
3,26280398910,26280398910,40898,2704800,10170000,6827200,2704800,638000,0.671308,0,0,0,1
4,26273938027,26273938027,40899,2695600,10170000,6832000,2695600,642400,0.67178,0,0,0,1
5,26316106117,26316106117,40884,2698000,10170000,6827800,2698000,644200,0.671367,0,0,0,1
6,26175540081,26175540081,40884,2692800,10170000,6830400,2692800,646800,0.671622,0,0,0,1
7,26212708197,26212708197,40866,2698600,10170000,6823900,2698600,647500,0.670983,0,0,0,1
8,26153863909,26153863909,40916,2676600,10170000,6844900,2676600,648500,0.673048,0,0,0,1
9,26230619708,26230619708,40868,2676600,10170000,6835300,2676600,658100,0.672104,0,0,0,1
10,26317194699,26317194699,40888,2703800,10170000,6825700,2703800,640500,0.67116,0,0,0,1
