Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,121214319,121214319,7467,753400,10170000,1116700,753400,8299900,0.109803,0,0,0,1
2,120088996,120088996,7502,750000,10170000,1125400,750000,8294600,0.110659,0,0,0,1
3,120469268,120469268,7488,756600,10170000,1119300,756600,8294100,0.110059,0,0,0,1
4,120266673,120266673,7497,749800,10170000,1124500,749800,8295700,0.11057,0,0,0,1
5,120713740,120713740,7533,765600,10170000,1123800,765600,8280600,0.110501,0,0,0,1
6,121315898,121315898,7495,754800,10170000,1121600,754800,8293600,0.110285,0,0,0,1
7,121348277,121348277,7481,763800,10170000,1114300,763800,8291900,0.109567,0,0,0,1
8,120749483,120749483,7488,747200,10170000,1124000,747200,8298800,0.110521,0,0,0,1
9,121615153,121615153,7466,764200,10170000,1111100,764200,8294700,0.109253,0,0,0,1
10,121515630,121515630,7493,766600,10170000,1115300,766600,8288100,0.109666,0,0,0,1
