Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,11284815949,11284815949,32212,2639400,10170000,5122700,2639400,2407900,0.503707,0,0,0,1
2,11303476817,11303476817,32137,2648400,10170000,5103200,2648400,2418400,0.50179,0,0,0,1
3,11305141373,11305141373,32117,2651000,10170000,5097900,2651000,2421100,0.501268,0,0,0,1
4,11295016313,11295016313,32112,2647200,10170000,5098800,2647200,2424000,0.501357,0,0,0,1
5,11300743347,11300743347,32135,2658000,10170000,5098000,2658000,2414000,0.501278,0,0,0,1
6,11263717113.10973,11263716268,32167,2648600,10170000,5109100,2648600,2412300,0.50237,845.10973,2.3e-5,1,1
7,11345419025,11345419025,32103,2686000,10170000,5077600,2686000,2406400,0.499272,0,0,0,1
8,11323449794,11323449794,32134,2665200,10170000,5094200,2665200,2410600,0.500905,0,0,0,1
9,11261582668,11261582668,32205,2644800,10170000,5118600,2644800,2406600,0.503304,0,0,0,1
10,11326354730,11326354730,32112,2654600,10170000,5095100,2654600,2420300,0.500993,0,0,0,1
