Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,6561524140,6561524140,27972,1928600,10170000,4630100,1928600,3611300,0.45527,0,0,0,1
2,6514528917,6514528917,27995,1910400,10170000,4643800,1910400,3615800,0.456618,0,0,0,1
3,6583130694,6583130694,27935,1931600,10170000,4621200,1931600,3617200,0.454395,0,0,0,1
4,6568511286,6568511286,27956,1914000,10170000,4634200,1914000,3621800,0.455674,0,0,0,1
5,6551350450,6551350450,28007,1925600,10170000,4638600,1925600,3605800,0.456106,0,0,0,1
6,6610292663,6610292663,27951,1970200,10170000,4605100,1970200,3594700,0.452812,0,0,0,1
7,6588396904,6588396904,27963,1917800,10170000,4633700,1917800,3618500,0.455624,0,0,0,1
8,6528206657,6528206657,27969,1916800,10170000,4635400,1916800,3617800,0.455792,0,0,0,1
9,6594804785,6594804785,27944,1935200,10170000,4621200,1935200,3613600,0.454395,0,0,0,1
10,6546330293,6546330293,27974,1908400,10170000,4640600,1908400,3621000,0.456303,0,0,0,1
