Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,30455922242,27274722242,36032,3181200,10170000,5615800,3181200,1373000,0.552193,0,0,0,1
2,30662416228,27482816228,35950,3179600,10170000,5600200,3179600,1390200,0.550659,0,0,0,1
3,30806485429,27620885429,36018,3185600,10170000,5610800,3185600,1373600,0.551701,0,0,0,1
4,30774388842,27605788842,36003,3168600,10170000,5616300,3168600,1385100,0.552242,0,0,0,1
5,30802157546,27615357546,35995,3186800,10170000,5605600,3186800,1377600,0.55119,0,0,0,1
6,30632825042,27433025042,35913,3199800,10170000,5582700,3199800,1387500,0.548938,0,0,0,1
7,30626767839,27421567839,35876,3205200,10170000,5572600,3205200,1392200,0.547945,0,0,0,1
8,30544356843,27355756843,36009,3188600,10170000,5607500,3188600,1373900,0.551377,0,0,0,1
9,30568542177,27390142177,35994,3178400,10170000,5609600,3178400,1382000,0.551583,0,0,0,1
10,30519441448,27345441448,35998,3174000,10170000,5612600,3174000,1383400,0.551878,0,0,0,1
