Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,11312964616,11312964616,32164,2652400,10170000,5106600,2652400,2411000,0.502124,0,0,0,1
2,11290670255,11290670255,32131,2668800,10170000,5091800,2668800,2409400,0.500669,0,0,0,1
3,11283782272,11283782272,32157,2640800,10170000,5111000,2640800,2418200,0.502557,0,0,0,1
4,11253201160,11253201160,32178,2631200,10170000,5120000,2631200,2418800,0.503441,0,0,0,1
5,11285158384,11285158384,32184,2638600,10170000,5117500,2638600,2413900,0.503196,0,0,0,1
6,11259605954,11259605954,32136,2635600,10170000,5109400,2635600,2425000,0.502399,0,0,0,1
7,11265686097,11265686097,32137,2649400,10170000,5102700,2649400,2417900,0.50174,0,0,0,1
8,11296140061,11296140061,32143,2660400,10170000,5098400,2660400,2411200,0.501318,0,0,0,1
9,11307384063,11307384063,32170,2656000,10170000,5106000,2656000,2408000,0.502065,0,0,0,1
10,11320527357,11320527357,32203,2647800,10170000,5116700,2647800,2405500,0.503117,0,0,0,1
