Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,529979316,529979316,13177,1170600,10170000,2050100,1170600,6949300,0.201583,0,0,0,1
2,536603194,536603194,13156,1180800,10170000,2040800,1180800,6948400,0.200669,0,0,0,1
3,530136700,530136700,13199,1162600,10170000,2058500,1162600,6948900,0.202409,0,0,0,1
4,530882860,530882860,13159,1154200,10170000,2054700,1154200,6961100,0.202035,0,0,0,1
5,539051852,539051852,13133,1189800,10170000,2031700,1189800,6948500,0.199774,0,0,0,1
6,535035941,535035941,13140,1191400,10170000,2032300,1191400,6946300,0.199833,0,0,0,1
7,534111399,534111399,13193,1177600,10170000,2049800,1177600,6942600,0.201554,0,0,0,1
8,532591005,532591005,13170,1158000,10170000,2055000,1158000,6957000,0.202065,0,0,0,1
9,533413096,533413096,13177,1174400,10170000,2048200,1174400,6947400,0.201396,0,0,0,1
10,532654409,532654409,13194,1180600,10170000,2048500,1180600,6940900,0.201426,0,0,0,1
