Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,39100247117,37644447117,46039,1455800,10170000,8479900,1455800,234300,0.833815,0,0,0,1
2,39145740689,37690340689,46011,1455400,10170000,8474500,1455400,240100,0.833284,0,0,0,1
3,39110279317,37656479317,46031,1453800,10170000,8479300,1453800,236900,0.833756,0,0,0,1
4,39244797836,37785197836,46054,1459600,10170000,8481000,1459600,229400,0.833923,0,0,0,1
5,38985875945,37534475945,46015,1451400,10170000,8477300,1451400,241300,0.833559,0,0,0,1
6,39350035184,37899235184,46061,1450800,10170000,8486800,1450800,232400,0.834494,0,0,0,1
7,39094371495,37642171495,46053,1452200,10170000,8484500,1452200,233300,0.834267,0,0,0,1
8,39129971062,37677571062,46074,1452400,10170000,8488600,1452400,229000,0.834671,0,0,0,1
9,39040195853,37594395853,46051,1445800,10170000,8487300,1445800,236900,0.834543,0,0,0,1
10,39064981975,37605981975,46051,1459000,10170000,8480700,1459000,230300,0.833894,0,0,0,1
