Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,11321328060,11321328060,32161,2652200,10170000,5106100,2652200,2411700,0.502075,0,0,0,1
2,11292542700,11292542700,32165,2664000,10170000,5101000,2664000,2405000,0.501573,0,0,0,1
3,11279406071,11279406071,32185,2639000,10170000,5117500,2639000,2413500,0.503196,0,0,0,1
4,11284028971,11284028971,32132,2647000,10170000,5102900,2647000,2420100,0.50176,0,0,0,1
5,11261346706,11261346706,32153,2627600,10170000,5116800,2627600,2425600,0.503127,0,0,0,1
6,11336011633,11336011633,32107,2666800,10170000,5088000,2666800,2415200,0.500295,0,0,0,1
7,11316559608,11316559608,32153,2672000,10170000,5094600,2672000,2403400,0.500944,0,0,0,1
8,11271782731,11271782731,32170,2654400,10170000,5106800,2654400,2408800,0.502144,0,0,0,1
9,11252582492,11252582492,32140,2656600,10170000,5099700,2656600,2413700,0.501445,0,0,0,1
10,11340473109,11340473109,32153,2652800,10170000,5104200,2652800,2413000,0.501888,0,0,0,1
