Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,3249013358,3249013358,23568,1673400,10170000,3876900,1673400,4619700,0.381209,0,0,0,1
2,3231869822,3231869822,23536,1670200,10170000,3872100,1670200,4627700,0.380737,0,0,0,1
3,3247097078,3247097078,23565,1679400,10170000,3873300,1679400,4617300,0.380855,0,0,0,1
4,3246653588,3246653588,23519,1679800,10170000,3863900,1679800,4626300,0.379931,0,0,0,1
5,3248113030,3248113030,23525,1677400,10170000,3866300,1677400,4626300,0.380167,0,0,0,1
6,3233056271,3233056271,23604,1676200,10170000,3882700,1676200,4611100,0.38178,0,0,0,1
7,3246125671,3246125671,23541,1689800,10170000,3863300,1689800,4616900,0.379872,0,0,0,1
8,3241254387,3241254387,23578,1674600,10170000,3878300,1674600,4617100,0.381347,0,0,0,1
9,3240590966,3240590966,23522,1673600,10170000,3867600,1673600,4628800,0.380295,0,0,0,1
10,3230157165,3230157165,23537,1666800,10170000,3874000,1666800,4629200,0.380924,0,0,0,1
