Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,3225004859,3225004859,23573,1663400,10170000,3882900,1663400,4623700,0.381799,0,0,0,1
2,3234197323,3234197323,23574,1678600,10170000,3875500,1678600,4615900,0.381072,0,0,0,1
3,3248312742,3248312742,23547,1687000,10170000,3865900,1687000,4617100,0.380128,0,0,0,1
4,3251388243,3251388243,23544,1680800,10170000,3868400,1680800,4620800,0.380374,0,0,0,1
5,3240598839,3240598839,23525,1690000,10170000,3860000,1690000,4620000,0.379548,0,0,0,1
6,3235251695,3235251695,23515,1674400,10170000,3865800,1674400,4629800,0.380118,0,0,0,1
7,3226306646,3226306646,23564,1684600,10170000,3870500,1684600,4614900,0.38058,0,0,0,1
8,3259553104,3259553104,23533,1681800,10170000,3865700,1681800,4622500,0.380108,0,0,0,1
9,3240266645,3240266645,23516,1689000,10170000,3858700,1689000,4622300,0.37942,0,0,0,1
10,3247037270,3247037270,23542,1677400,10170000,3869700,1677400,4622900,0.380501,0,0,0,1
