Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,6613522919,6613522919,27885,1944000,10170000,4605000,1944000,3621000,0.452802,0,0,0,1
2,6625175843,6625175843,27917,1952200,10170000,4607300,1952200,3610500,0.453029,0,0,0,1
3,6531668447,6531668447,27982,1907000,10170000,4642900,1907000,3620100,0.456529,0,0,0,1
4,6591026406,6591026406,27949,1934600,10170000,4622500,1934600,3612900,0.454523,0,0,0,1
5,6590521329,6590521329,27966,1943000,10170000,4621700,1943000,3605300,0.454444,0,0,0,1
6,6574739903,6574739903,27954,1913200,10170000,4634200,1913200,3622600,0.455674,0,0,0,1
7,6591949539,6591949539,27994,1915400,10170000,4641100,1915400,3613500,0.456352,0,0,0,1
8,6571211998,6571211998,27985,1939200,10170000,4627400,1939200,3603400,0.455005,0,0,0,1
9,6587955270,6587955270,27897,1934600,10170000,4612100,1934600,3623300,0.4535,0,0,0,1
10,6569596747,6569596747,27949,1919200,10170000,4630200,1919200,3620600,0.45528,0,0,0,1
