Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,531657160,531657160,13120,1172200,10170000,2037900,1172200,6959900,0.200383,0,0,0,1
2,533017502.085969,533017291,13184,1176200,10170000,2048700,1176200,6945100,0.201445,211.085969,1e-4,1,1
3,539913666,539913666,13166,1202400,10170000,2032000,1202400,6935600,0.199803,0,0,0,1
4,531910613,531910613,13187,1165000,10170000,2054900,1165000,6950100,0.202055,0,0,0,1
5,532226583,532226583,13180,1176000,10170000,2048000,1176000,6946000,0.201377,0,0,0,1
6,530013293,530013293,13201,1161200,10170000,2059600,1161200,6949200,0.202517,0,0,0,1
7,533036580,533036580,13158,1175000,10170000,2044100,1175000,6950900,0.200993,0,0,0,1
8,531854101.185267,531853956,13245,1168200,10170000,2064900,1168200,6936900,0.203038,145.185267,6.9e-5,1,1
9,529273900,529273900,13237,1165800,10170000,2064500,1165800,6939700,0.202999,0,0,0,1
10,531789208,531789208,13211,1169000,10170000,2057700,1169000,6943300,0.20233,0,0,0,1
