Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,153125230,117585230,7992,355400,10170000,1420700,355400,8393900,0.139695,0,0,0,1
2,153393579,118013579,7919,353800,10170000,1406900,353800,8409300,0.138338,0,0,0,1
3,152966504,117586504,7970,353800,10170000,1417100,353800,8399100,0.139341,0,0,0,1
4,152735277,117355277,7983,353800,10170000,1419700,353800,8396500,0.139597,0,0,0,1
5,152513020,116933020,7937,355800,10170000,1409500,355800,8404700,0.138594,0,0,0,1
6,152355164,116995164,7991,353600,10170000,1421400,353600,8395000,0.139764,0,0,0,1
7,152330191,117070191,8023,352600,10170000,1428300,352600,8389100,0.140442,0,0,0,1
8,152272599,116852599,7918,354200,10170000,1406500,354200,8409300,0.138299,0,0,0,1
9,152838458,117358458,7936,354800,10170000,1409800,354800,8405400,0.138623,0,0,0,1
10,152969606,117409606,7971,355600,10170000,1416400,355600,8398000,0.139272,0,0,0,1
