Run_Number,Score,Cost,Planning_Units,Connectivity,Connectivity_Total,Connectivity_In,Connectivity_Edge,Connectivity_Out,Connectivity_In_Fraction,Penalty,Shortfall,Missing_Values,MPM
1,17269619818,17269619818,36517,2663800,10170000,5971500,2663800,1534700,0.587168,0,0,0,1
2,17313368531,17313368531,36512,2672200,10170000,5966300,2672200,1531500,0.586657,0,0,0,1
3,17279663801,17279663801,36517,2658600,10170000,5974100,2658600,1537300,0.587424,0,0,0,1
4,17290598078,17290598078,36504,2661600,10170000,5970000,2661600,1538400,0.587021,0,0,0,1
5,17241774479,17241774479,36505,2656000,10170000,5973000,2656000,1541000,0.587316,0,0,0,1
6,17279517878.76825,17279516212,36503,2659000,10170000,5971100,2659000,1539900,0.587129,1666.768251,3.5e-5,1,1
7,17288802360,17288802360,36514,2639800,10170000,5982900,2639800,1547300,0.588289,0,0,0,1
8,17286384556,17286384556,36480,2664200,10170000,5963900,2664200,1541900,0.586421,0,0,0,1
9,17274700501,17274700501,36509,2670200,10170000,5966700,2670200,1533100,0.586696,0,0,0,1
10,17232302863,17232302863,36493,2635800,10170000,5980700,2635800,1553500,0.588073,0,0,0,1
